time,close,Volume
2009-10-05,0.00076392,0
2009-10-06,0.00088454,0
2009-10-07,0.0010504,0
2009-10-08,0.00108428,0
2009-10-09,0.00120045,0
2009-10-10,0.00112042,0
2009-10-11,0.00115338,0
2009-10-12,0.00110205,0
2009-10-13,0.00112878,0
2009-10-14,0.00113556,0
2009-10-15,0.00117006,0
2009-10-16,0.00124491,0
2009-10-17,0.00124137,0
2009-10-18,0.00122546,0
2009-10-19,0.00124799,0
2009-10-20,0.00123349,0
2009-10-21,0.00121062,0
2009-10-22,0.00121981,0
2009-10-23,0.00125717,0
2009-10-24,0.0012732,0
2009-10-25,0.00128808,0
2009-10-26,0.00126622,0
2009-10-27,0.00126322,0
2009-10-28,0.00128455,0
2009-10-29,0.00126555,0
2009-10-30,0.00125563,0
2009-10-31,0.00124662,0
2009-11-01,0.00121911,0
2009-11-02,0.00125614,0
2009-11-03,0.0012732,0
2009-11-04,0.00130618,0
2009-11-05,0.00130618,0
2009-11-06,0.00128619,0
2009-11-07,0.00127967,0
2009-11-08,0.00126048,0
2009-11-09,0.00126048,0
2009-11-10,0.00123576,0
2009-11-11,0.00129946,0
2009-11-12,0.00134093,0
2009-11-13,0.00135534,0
2009-11-14,0.00128619,0
2009-11-15,0.00123576,0
2009-11-16,0.00118912,0
2009-11-17,0.00117801,0
2009-11-18,0.00110568,0
2009-11-19,0.00107274,0
2009-11-20,0.00107733,0
2009-11-21,0.00106369,0
2009-11-22,0.00105922,0
2009-11-23,0.00100038,0
2009-11-24,0.00092682,0
2009-11-25,0.00090034,0
2009-11-26,0.00089713,0
2009-11-27,0.00086039,0
2009-11-28,0.0008488,0
2009-11-29,0.00082926,0
2009-11-30,0.00082384,0
2009-12-01,0.0008106,0
2009-12-02,0.00079525,0
2009-12-03,0.00077093,0
2009-12-04,0.00074585,0
2009-12-05,0.00074806,0
2009-12-06,0.00073284,0
2009-12-07,0.00071822,0
2009-12-08,0.00070027,0
2009-12-09,0.00068691,0
2009-12-10,0.00067047,0
2009-12-11,0.00066516,0
2009-12-12,0.00063984,0
2009-12-13,0.00061788,0
2009-12-14,0.00061487,0
2009-12-15,0.00061487,0
2009-12-16,0.00062246,0
2009-12-17,0.00061337,0
2009-12-18,0.00061637,0
2009-12-19,0.00063024,0
2009-12-20,0.0006271,0
2009-12-21,0.0006271,0
2009-12-22,0.0006334,0
2009-12-23,0.0006334,0
2009-12-24,0.0006334,0
2009-12-25,0.0006334,0
2009-12-26,0.0006334,0
2009-12-27,0.0006334,0
2009-12-28,0.0006334,0
2009-12-29,0.0006334,0
2009-12-30,0.00064299,0
2009-12-31,0.00068879,0
2010-01-01,0.00071822,0
2010-01-02,0.00071822,0
2010-01-03,0.00071822,0
2010-01-04,0.00071822,0
2010-01-05,0.00071822,0
2010-01-06,0.00071822,0
2010-01-07,0.00071822,0
2010-01-08,0.00071822,0
2010-01-09,0.00071822,0
2010-01-10,0.00071822,0
2010-01-11,0.00071822,0
2010-01-12,0.00071822,0
2010-01-13,0.00071822,0
2010-01-14,0.00071822,0
2010-01-15,0.00071822,0
2010-01-16,0.00283078,0
2010-01-17,0.00280002,0
2010-01-18,0.00294594,0
2010-01-19,0.00273583,0
2010-01-20,0.00291937,0
2010-01-21,0.00289335,0
2010-01-22,0.00304822,0
2010-01-23,0.0032111,0
2010-01-24,0.00325203,0
2010-01-25,0.00325404,0
2010-01-26,0.0033661,0
2010-01-27,0.00318532,0
2010-01-28,0.00328116,0
2010-01-29,0.00325935,0
2010-01-30,0.00324076,0
2010-01-31,0.00329826,0
2010-02-01,0.00329674,0
2010-02-02,0.00336372,0
2010-02-03,0.00349589,0
2010-02-04,0.00357028,0
2010-02-05,0.00365898,0
2010-02-06,0.00367229,0
2010-02-07,0.00373511,0
2010-02-08,0.00379478,0
2010-02-09,0.00380257,0
2010-02-10,0.00385683,0
2010-02-11,0.0038466,0
2010-02-12,0.00391053,0
2010-02-13,0.00400465,0
2010-02-14,0.00405351,0
2010-02-15,0.00414731,0
2010-02-16,0.00420345,0
2010-02-17,0.00426112,0
2010-02-18,0.004307,0
2010-02-19,0.00441501,0
2010-02-20,0.00455934,0
2010-02-21,0.00466157,0
2010-02-22,0.0047061,0
2010-02-23,0.00484966,0
2010-02-24,0.00497488,0
2010-02-25,0.00502917,0
2010-02-26,0.00510412,0
2010-02-27,0.00516823,0
2010-02-28,0.00529801,0
2010-03-01,0.00539695,0
2010-03-02,0.00547226,0
2010-04-25,0.003,0
2010-04-26,0.003,0
2010-04-30,0.003,0
2010-05-01,0.003,0
2010-05-02,0.003,0
2010-05-03,0.003,0
2010-05-04,0.003,0
2010-05-05,0.0035,0
2010-05-06,0.0043,0
2010-05-07,0.0042,0
2010-05-08,0.0035,0
2010-05-10,0.0039,0
2010-05-11,0.0041,0
2010-05-12,0.0044,0
2010-05-14,0.004,0
2010-05-18,0.0045,0
2010-05-19,0.0046,0
2010-05-20,0.0045,0
2010-05-22,0.0047,0
2010-05-23,0.0045,0
2010-05-25,0.0048,0
2010-05-26,0.0046,0
2010-05-27,0.0046,0
2010-05-28,0.0045,0
2010-05-29,0.0045,0
2010-05-30,0.0045,0
2010-06-07,0.0045,0
2010-06-09,0.0046,0
2010-06-10,0.005,0
2010-06-14,0.005,0
2010-06-18,0.005,0
2010-06-22,0.005,0
2010-06-23,0.005,0
2010-06-24,0.005,0
2010-06-26,0.0044,0
2010-06-28,0.0058,0
2010-06-30,0.0054,0
2010-07-01,0.0066,0
2010-07-02,0.0055,0
2010-07-03,0.0065,0
2010-07-04,0.0068,0
2010-07-05,0.008,0
2010-07-06,0.0058,0
2010-07-07,0.008,0
2010-07-08,0.0063,0
2010-07-10,0.0081,0
2010-07-11,0.007,0
2010-07-12,0.014,0
2010-07-13,0.0125,0
2010-07-14,0.0201,0
2010-07-15,0.045,0
2010-07-16,0.075,0
2010-07-17,0.04951,20
2010-07-18,0.08584,75.01
2010-07-19,0.0808,574
2010-07-20,0.07474,262
2010-07-21,0.07921,575
2010-07-22,0.05149,2160
2010-07-23,0.06262,2402.5
2010-07-24,0.05454,496.32
2010-07-25,0.0505,1551.48
2010-07-26,0.056,877
2010-07-27,0.06,3373.69
2010-07-28,0.0589,4390.29
2010-07-29,0.0699,8058.49
2010-07-30,0.0627,3020.85
2010-07-31,0.06785,4022.25
2010-08-01,0.0611,2601
2010-08-02,0.06001,3599
2010-08-03,0.06,9821.46
2010-08-04,0.057,3494
2010-08-05,0.061,5034.07
2010-08-06,0.0623,1395
2010-08-07,0.059,2619
2010-08-08,0.0609,2201
2010-08-09,0.0704,13631.09
2010-08-10,0.07,1310.39
2010-08-11,0.067,14061.18
2010-08-12,0.07,2062.31
2010-08-13,0.0645,3591.77
2010-08-14,0.067,4404.2
2010-08-15,0.06529,4462.866
2010-08-16,0.0655,10731.468
2010-08-17,0.07,13185.74
2010-08-18,0.068,2953.975
2010-08-19,0.0667,741.115
2010-08-20,0.0655,4199.747
2010-08-21,0.0664,10443.86
2010-08-22,0.066,18648.972
2010-08-23,0.06491,4297.49
2010-08-24,0.065,6711.757
2010-08-25,0.0648,4228.88
2010-08-26,0.064,3870.01
2010-08-27,0.065,9009.973
2010-08-28,0.0646,6174.005
2010-08-29,0.064,3173.402
2010-08-30,0.06497,34193.138
2010-08-31,0.06,14886.907
2010-09-01,0.0629,7164.722
2010-09-02,0.0634,8150.73
2010-09-03,0.06085,892
2010-09-04,0.06238,3301
2010-09-05,0.0616,8459.24
2010-09-06,0.0616,910
2010-09-07,0.061,3457.192
2010-09-08,0.062,2345.41
2010-09-09,0.06111,1733.502
2010-09-10,0.0618,4939.788
2010-09-11,0.06366,7749.14
2010-09-12,0.0615,793.88
2010-09-13,0.06218,10076.336
2010-09-14,0.06199,14014.808
2010-09-15,0.0604,3651.85
2010-09-16,0.0619,730
2010-09-17,0.06,7262
2010-09-18,0.061,7092.609
2010-09-19,0.0627,12852.17
2010-09-20,0.0621,14307.94
2010-09-21,0.06265,5735.946
2010-09-22,0.0622,11560.4
2010-09-23,0.06231,15505.33
2010-09-24,0.0622,684.375
2010-09-25,0.06202,2152.5
2010-09-26,0.062,12058.125
2010-09-27,0.0622,10752.245
2010-09-28,0.0619,7086.153
2010-09-29,0.06183,23475.642
2010-09-30,0.0619,7917.025
2010-10-01,0.06197,1717.45
2010-10-02,0.0614,13059.737
2010-10-03,0.06111,7172.633
2010-10-04,0.06129,33995.369
2010-10-05,0.0614,27526.613
2010-10-06,0.06281,33433.302
2010-10-07,0.067,43692.981
2010-10-08,0.08685,139287.286
2010-10-09,0.0938,187846.949
2010-10-10,0.0965,50684.192
2010-10-11,0.095,14092.905
2010-10-12,0.0949,25660.749
2010-10-13,0.105,47557.265
2010-10-14,0.102,37217.28
2010-10-15,0.105,24643.334
2010-10-16,0.101,6284.708
2010-10-17,0.102,18222.191
2010-10-18,0.1024,25665.087
2010-10-19,0.097,6235.1
2010-10-20,0.099,31855
2010-10-21,0.107,44867
2010-10-22,0.1025,34603.909
2010-10-23,0.1055,4423.469
2010-10-24,0.11501,13800.23
2010-10-25,0.132,30299.635
2010-10-26,0.1503,19219.125
2010-10-27,0.1877,65605.872
2010-10-28,0.1731,21525.035
2010-10-29,0.19,28686.852
2010-10-30,0.1989,26708.94
2010-10-31,0.1925,40337.756
2010-11-01,0.1955,21258.611
2010-11-02,0.1938,5853.394
2010-11-03,0.1931,61472.627
2010-11-04,0.23,29698.431
2010-11-05,0.2639,36622.072
2010-11-06,0.39,32756.129
2010-11-07,0.34,77218.719
2010-11-08,0.243,118203.827
2010-11-09,0.223,47983.393
2010-11-10,0.2362,30387.028
2010-11-11,0.2231,5031.88
